These are the only headphones I use now. I have been so pleased with them that whenever I want a pair I simply go to my previous purchase, click on the link, add them to the cart, and as if by magic, they appear at my doorstep in two days. I use a set at work, a set on the boat, a set for the stereo, a set for the music gear, etc, etc. Love these headphones.	1
I bought this 650+ with a D Link AirPlus 614+, also supports 22 Mbps. Upon installing the software and rebooting the card came up ok for the first few time. Then it was not recognized by the computer and wanted to reinstall the drivers. Plus, the card did not let me connect to other computers on the network to transfer files. The card has been intermittent and pain. Very bad product or just this set of router and pc card. Do not recomend this line of products. The hub DHCP server died in less than six months. Several techs tried to install and setup and on several Dell laptops. Tried a Linksys USB card and it work great. So think again about purchasing this product.	0
Was just listening to Bach's Toccata and Fugue in D minor with these phones.I'd say they reproduced the recording pretty damn well!Not excessively bright and just right in the minor classical music phrases.The phones are plugged into an Onkyo TX8211 (one of Onkyo's rock bottom receiversas I type this) at 3\5th's volume.Also been using these with a notebook and a couple of portable players.They aren't difficult for the lower audio output (battery powered) devices to drive.Happy to know these work very well with a mobile phone for listening to music.I have a hard time with the ear-buds for extended periods, they driveme nuts...I try to rate audio stuff based on what is being reproduced.A preference for listening has always been the best recordings I can afford.At times streaming music and other processed audio will be such a disappointmenteven from the best audio gear.Spent more than a few bucks on Beyers, AKG's and Sennheisers over the yearsall of which we could pay homage to, yet those don't matter here in this review.I think Sony does a good job of designing and making audio things in general.No complaining here...Rating the MDR-250V headphones a great buy in the $20-$30 range.If you own these I'm hoping you enjoy them as I have been doing...	1
I used this card for one year in the library of my university - and I always had problems obtaining a stable connection. I thought it was because of the signal. Then I used other friend's laptop there - one with a Netgear card, one IBM T41 with built-in wireless, geez, they all worked so well. So, the conclusion is: this D-Link just sucks! I am dumping mine and getting a new one.Don't buy D-Link. Never.	0
Was just listening to Bach's Toccata and Fugue in D minor with these phones.I'd say they reproduced the recording pretty damn well!Not excessively bright and just right in the minor classical music phrases.The phones are plugged into an Onkyo TX8211 (one of Onkyo's rock bottom receiversas I type this) at 3\5th's volume.Also been using these with a notebook and a couple of portable players.They aren't difficult for the lower audio output (battery powered) devices to drive.Happy to know these work very well with a mobile phone for listening to music.I have a hard time with the ear-buds for extended periods, they driveme nuts...I try to rate audio stuff based on what is being reproduced.A preference for listening has always been the best recordings I can afford.At times streaming music and other processed audio will be such a disappointmenteven from the best audio gear.Spent more than a few bucks on Beyers, AKG's and Sennheisers over the yearsall of which we could pay homage to, yet those don't matter here in this review.I think Sony does a good job of designing and making audio things in general.No complaining here...Rating the MDR-250V headphones a great buy in the $20-$30 range.If you own these I'm hoping you enjoy them as I have been doing...	1
I used this card for one year in the library of my university - and I always had problems obtaining a stable connection. I thought it was because of the signal. Then I used other friend's laptop there - one with a Netgear card, one IBM T41 with built-in wireless, geez, they all worked so well. So, the conclusion is: this D-Link just sucks! I am dumping mine and getting a new one.Don't buy D-Link. Never.	0
I use these headphones with my Avid mbox mini and since I have set everything up I have stopped using the speakers with my computer as these sound better.  They are comfortable for wearing long periods of time without any complaint.  My wife will steal them to use on her laptop when doing school work for the same quality and comfort reasons.	1
This uses a TI chipset which TI refuses to release any information about to the Linux driver writers. Thus it is unlikely to ever be  Linux compatible. It seems to work okay under Windows XP, but I try not to support jerks and you can get a much faster Wireless-G card for not much more nowdays, so it's definitely *not* recommended.	0
I use these headphones with my Avid mbox mini and since I have set everything up I have stopped using the speakers with my computer as these sound better.  They are comfortable for wearing long periods of time without any complaint.  My wife will steal them to use on her laptop when doing school work for the same quality and comfort reasons.	1
This uses a TI chipset which TI refuses to release any information about to the Linux driver writers. Thus it is unlikely to ever be  Linux compatible. It seems to work okay under Windows XP, but I try not to support jerks and you can get a much faster Wireless-G card for not much more nowdays, so it's definitely *not* recommended.	0
These headphones are great at this price! I already have the previous model MDR-V150 which are without the volume control and I wanted one more pair for recording vocals so that the performers can individually set the volume. My only complaint is that there's a certain fatigue after wearing them for more than 4 hours! Overall, the sound is great and very well balanced!	1
I have made 2 separate attempts of trying D-Link's wireless cards and both times they failed miserably.  This setup isn't worth the hassle.  The connection is terrible, setup is a nightmare, and there are better products on the market ...Good luck to you with this piece o' mess.	0
These headphones are great at this price! I already have the previous model MDR-V150 which are without the volume control and I wanted one more pair for recording vocals so that the performers can individually set the volume. My only complaint is that there's a certain fatigue after wearing them for more than 4 hours! Overall, the sound is great and very well balanced!	1
I have made 2 separate attempts of trying D-Link's wireless cards and both times they failed miserably.  This setup isn't worth the hassle.  The connection is terrible, setup is a nightmare, and there are better products on the market ...Good luck to you with this piece o' mess.	0
Excellent price and service.  I like the volume control onin the cabel, comeswith two size input jacks.  2 Meter cabel is just fine for PC Use which I purchased it for.  Excllent product would recommend and will shop vendor again.	1
I noticed no difference with this card as oppose to Linksys or Netgear 11Mbps wireless card.	0
Excellent price and service.  I like the volume control onin the cabel, comeswith two size input jacks.  2 Meter cabel is just fine for PC Use which I purchased it for.  Excllent product would recommend and will shop vendor again.	1
I noticed no difference with this card as oppose to Linksys or Netgear 11Mbps wireless card.	0
I got mine in nov 2002 and i have used them primarily at work, which is sitting in front of a workstation for about 8-9 hours a day.most reviews have been very accurate. these are a bit tight even if you have an avg sized head. after about an hour of listening your ears do pain. i just got used to them and probly they have slackened up over time.but they are even more painful if you wear spectacles.also the cushion is pretty cheap and really not very helpful.the sound is decent. from my experience AVOID ANY HEADPHONES that have a volume controller since this is the weakest link in the chain. my headphones having finally given up at exactly this point. all in all they served me pretty well for 2.5 yrshope they made some changes to the model...	1
WARNING: DWL-650+ may corrupt firmware on HP laptops.  The DWL-650+ software would not install on my target HP Omnibook, so I tried it on my newest HP Omnibook, which already had built-in wireless.  Performance review: the DWL-650+ worked irratically.  After I uninstalled the D-Link software, my laptop's internal wireless was no longer functioned.  I am a SW/HW engineer, and after 20 hours of work and calls to D-Link support, I believe that the laptop's original wireless firmware has been corrupted beyond repair -- a sickning price to pay.  For me, nightime D-Link support was helpful; daytime support struck me as ignorant and rude.  Their email response to my request for escallation: "Dear: Valued Customer ... Agent Response: contact manufacture of computer ... Sincerely, Andre..."	0
I got mine in nov 2002 and i have used them primarily at work, which is sitting in front of a workstation for about 8-9 hours a day.most reviews have been very accurate. these are a bit tight even if you have an avg sized head. after about an hour of listening your ears do pain. i just got used to them and probly they have slackened up over time.but they are even more painful if you wear spectacles.also the cushion is pretty cheap and really not very helpful.the sound is decent. from my experience AVOID ANY HEADPHONES that have a volume controller since this is the weakest link in the chain. my headphones having finally given up at exactly this point. all in all they served me pretty well for 2.5 yrshope they made some changes to the model...	1
WARNING: DWL-650+ may corrupt firmware on HP laptops.  The DWL-650+ software would not install on my target HP Omnibook, so I tried it on my newest HP Omnibook, which already had built-in wireless.  Performance review: the DWL-650+ worked irratically.  After I uninstalled the D-Link software, my laptop's internal wireless was no longer functioned.  I am a SW/HW engineer, and after 20 hours of work and calls to D-Link support, I believe that the laptop's original wireless firmware has been corrupted beyond repair -- a sickning price to pay.  For me, nightime D-Link support was helpful; daytime support struck me as ignorant and rude.  Their email response to my request for escallation: "Dear: Valued Customer ... Agent Response: contact manufacture of computer ... Sincerely, Andre..."	0
These Sony headphones are a great option for the price range. The ear cups are very comfortable, even when wearing for long time periods, and they provide a decent sound in a variety of uses. These were bought for my boyfriend to practice on his electric drum kit, and he says it works well for that. I've used them in-flight to watch movies on my laptop and enjoyed their performance then, as well.Other reviewers have noted problems with the inline volume control, but I have yet to have an issue with that and have owned these since 2009, I believe. I enjoy the extra long length as this makes it easy to stand up and stretch or move around a bit during a movie (or the boyfriend's practice session), and not worry about getting your head jerked from the cord being too short.There is a moderate amount of noise cancelling with these headphones, but don't expect anything excellent in that department. With heavy music going you'll know someone is speaking to you, but will not know from which direction or what the person is saying.I do feel that the audio quality is poorer than you'd get with a much higher priced headphone setup, but for this price and intended use, I cannot find any reason to not give these 5 stars.	1
Tech support could not help, switching laptops did nothing. A replacement DWL-650+ showed the same symptoms. I then decided to buy a cheap wireless VCNET 22mbps card (9.95$) and it has never ever lost the connection to the router, the signal is consistently stronger (now I can use it in the back yard where as the D-Link) would drop to a red connection and within seconds lose the connect entirely.Just a waste of money, go with a no name brand, they work fine. The D-Link router (DI-641+ or better) does perform brilliantly though.	0
These Sony headphones are a great option for the price range. The ear cups are very comfortable, even when wearing for long time periods, and they provide a decent sound in a variety of uses. These were bought for my boyfriend to practice on his electric drum kit, and he says it works well for that. I've used them in-flight to watch movies on my laptop and enjoyed their performance then, as well.Other reviewers have noted problems with the inline volume control, but I have yet to have an issue with that and have owned these since 2009, I believe. I enjoy the extra long length as this makes it easy to stand up and stretch or move around a bit during a movie (or the boyfriend's practice session), and not worry about getting your head jerked from the cord being too short.There is a moderate amount of noise cancelling with these headphones, but don't expect anything excellent in that department. With heavy music going you'll know someone is speaking to you, but will not know from which direction or what the person is saying.I do feel that the audio quality is poorer than you'd get with a much higher priced headphone setup, but for this price and intended use, I cannot find any reason to not give these 5 stars.	1
Tech support could not help, switching laptops did nothing. A replacement DWL-650+ showed the same symptoms. I then decided to buy a cheap wireless VCNET 22mbps card (9.95$) and it has never ever lost the connection to the router, the signal is consistently stronger (now I can use it in the back yard where as the D-Link) would drop to a red connection and within seconds lose the connect entirely.Just a waste of money, go with a no name brand, they work fine. The D-Link router (DI-641+ or better) does perform brilliantly though.	0
These are great headphones for the money. I have a home recording studio and use these when I play. They are light and comfortable and have plenty of bottom end. This is one step up from the MDR-150. The only difference being the inline volume control. These also sound great with my phone or MP3 player.	1
I could not agree more on the issue not brought up here regarding xD memory that this camera is limited to. As if there were not already enough memory formats, yet another one. It seems to be about either desperate, or greedy companies trying to capture customers into their markets forever. Why can't we just have one or two formats of memory?? This is as bad as it would be to have 5+ formats of CD-RoM drives. And SONY is even more guilty than fuji/olympus.Smartmedia was developed by Toshiba/Fuji/Olympus, and now Fuji/Olympus couldn't get along with Toshiba/Panasonic for the sD card. Memeory cards will become more and more versatile into the future and soon be used in countless devices. We need to standardize the market. We can't afford to buy special memory for each and every device. If you buy Fuji/0lympus, I sincerely suggest you buy a camera that is not limited to xD such as the C-5050 (drools over it). Together the people can control the market for our own good..	0
These are great headphones for the money. I have a home recording studio and use these when I play. They are light and comfortable and have plenty of bottom end. This is one step up from the MDR-150. The only difference being the inline volume control. These also sound great with my phone or MP3 player.	1
I could not agree more on the issue not brought up here regarding xD memory that this camera is limited to. As if there were not already enough memory formats, yet another one. It seems to be about either desperate, or greedy companies trying to capture customers into their markets forever. Why can't we just have one or two formats of memory?? This is as bad as it would be to have 5+ formats of CD-RoM drives. And SONY is even more guilty than fuji/olympus.Smartmedia was developed by Toshiba/Fuji/Olympus, and now Fuji/Olympus couldn't get along with Toshiba/Panasonic for the sD card. Memeory cards will become more and more versatile into the future and soon be used in countless devices. We need to standardize the market. We can't afford to buy special memory for each and every device. If you buy Fuji/0lympus, I sincerely suggest you buy a camera that is not limited to xD such as the C-5050 (drools over it). Together the people can control the market for our own good..	0
I do not understand the negative reviews.  I have had these headphones for years.  I wear them at work for hours at a time and can say from experience that they are comfortable. I really appreciate the volume control on the cord.  Unlike another reviewer, I have had no problems with it. I normally use these with either my computer or my iPod classic, listening to music, podcasts and audio books.  They sound pretty good for the money. They have also held up well.  Of course, they don't sound as good as my more expensive Sennheiser phones that I have at home.  They are just beginning to wear out, so I may be getting another pair just like them as a replacement.  There might possibly be better sounding phones for the same price, but I can say that these are comfortable and have lasted a long time and sound good enough for most purposes.  I don't think that you could do much better for the price.Update:I have had them for about 5 years and they finally broke. I am going to replace them with the same model. I use these at work and the in-line volume control is important to me in my work situation.  I can say from 5 years of experience that they are durable, comfortable and the volume control held up well for me.  The sound quality is adequate.  If you don't care about the volume control feature, as most people probably won't, you might want to spend a bit more on better sounding ones. For $20, I don't think that you could do very much better.  If you are after top sound quality, you probably aren't looking at these anyway, but I recommend the  Sennheiser HD555.  That is what I use at home.	1
I would imagine it was the cheap, crummy power supply, but mine wouldn't even light up...dead...One wonders why a $200 component can't run on 110 volts?  I'd try it again if they re-worked the power supply, but not if I have to use a DC adapter like a $3 item.	0
I do not understand the negative reviews.  I have had these headphones for years.  I wear them at work for hours at a time and can say from experience that they are comfortable. I really appreciate the volume control on the cord.  Unlike another reviewer, I have had no problems with it. I normally use these with either my computer or my iPod classic, listening to music, podcasts and audio books.  They sound pretty good for the money. They have also held up well.  Of course, they don't sound as good as my more expensive Sennheiser phones that I have at home.  They are just beginning to wear out, so I may be getting another pair just like them as a replacement.  There might possibly be better sounding phones for the same price, but I can say that these are comfortable and have lasted a long time and sound good enough for most purposes.  I don't think that you could do much better for the price.Update:I have had them for about 5 years and they finally broke. I am going to replace them with the same model. I use these at work and the in-line volume control is important to me in my work situation.  I can say from 5 years of experience that they are durable, comfortable and the volume control held up well for me.  The sound quality is adequate.  If you don't care about the volume control feature, as most people probably won't, you might want to spend a bit more on better sounding ones. For $20, I don't think that you could do very much better.  If you are after top sound quality, you probably aren't looking at these anyway, but I recommend the  Sennheiser HD555.  That is what I use at home.	1
I would imagine it was the cheap, crummy power supply, but mine wouldn't even light up...dead...One wonders why a $200 component can't run on 110 volts?  I'd try it again if they re-worked the power supply, but not if I have to use a DC adapter like a $3 item.	0
The primary use for my GPS is city driving, and in LA it is a huge help.  To use this unit for city driving you must also purchase the MetroGuide USA CD's.  These CD's can upload data to the eMap.  This data includes addresses, businesses, and surface streets.  I also have the external antenna for my car, and I find this helps a lot when the unit is in the car.  It should be noted that it can not actually plan a route for you, but you can use the map to determine your route.  Also, it tells you how far away from your destination you are, and aproximately how long it will take you to get there.  I have set waypoints all over the city so that I can always find my way.  I can also punch an address in and it will show me right where that point is.  I never get lost anymore.  Many people also use this unit for hiking, or camping, and I have used it for this a couple times as well, and have found it very useful.  I have also taked it in the airplane and it is a kick to see where you are, and how fast you are going.  I have used a number of other units and find this one to be the most versatile, and great all around.	1
My Model CD started to have problems after one year of light use.  Initially the display would lose segments and then would require a power-down to restore.  This problem got worse with time.  After less than 2 years of use, the dosplay has now failed completely and the player rejects all disks from any manufacturer.  It was never a great sounding player, but having invested in several other Tivoli Audio components, I had no alternative but to live with their extremely expensive single disk unit. Obviously my unit is out of warranty and I am out of luck, but I would sure hope that this company (which is always boasting of it's audiophile roots) would help it's loyal customers out of this situation.	0
The primary use for my GPS is city driving, and in LA it is a huge help.  To use this unit for city driving you must also purchase the MetroGuide USA CD's.  These CD's can upload data to the eMap.  This data includes addresses, businesses, and surface streets.  I also have the external antenna for my car, and I find this helps a lot when the unit is in the car.  It should be noted that it can not actually plan a route for you, but you can use the map to determine your route.  Also, it tells you how far away from your destination you are, and aproximately how long it will take you to get there.  I have set waypoints all over the city so that I can always find my way.  I can also punch an address in and it will show me right where that point is.  I never get lost anymore.  Many people also use this unit for hiking, or camping, and I have used it for this a couple times as well, and have found it very useful.  I have also taked it in the airplane and it is a kick to see where you are, and how fast you are going.  I have used a number of other units and find this one to be the most versatile, and great all around.	1
My Model CD started to have problems after one year of light use.  Initially the display would lose segments and then would require a power-down to restore.  This problem got worse with time.  After less than 2 years of use, the dosplay has now failed completely and the player rejects all disks from any manufacturer.  It was never a great sounding player, but having invested in several other Tivoli Audio components, I had no alternative but to live with their extremely expensive single disk unit. Obviously my unit is out of warranty and I am out of luck, but I would sure hope that this company (which is always boasting of it's audiophile roots) would help it's loyal customers out of this situation.	0
Garmin has a winner here - good screen, easy to use, and the maps are first rate.  Battery life is pretty amazing, the lock-on time is less than a minute, and it tracks well even in cars and aircraft.	1
This is one of my worst purchases.  Having taken some time to research MP3 players and owning a RIO, I wanted to buy something at the top end.  The Sony MZ-N10 seemed to be just right.  As far as the hardware goes it's great but the software is very poor and irritating.  Specifically, Sony have created a process of checking in and out the MP3 files, this works only some of the time, is non intuitive, very slow and also restricts the number of times the file can be transferred (3 times).  Compared to my RIO this device is a serious pain.  It's a shame as it's just the software, come on Sony provide an update which is non restrictive and fix the bugs!!!!	0
Garmin has a winner here - good screen, easy to use, and the maps are first rate.  Battery life is pretty amazing, the lock-on time is less than a minute, and it tracks well even in cars and aircraft.	1
This is one of my worst purchases.  Having taken some time to research MP3 players and owning a RIO, I wanted to buy something at the top end.  The Sony MZ-N10 seemed to be just right.  As far as the hardware goes it's great but the software is very poor and irritating.  Specifically, Sony have created a process of checking in and out the MP3 files, this works only some of the time, is non intuitive, very slow and also restricts the number of times the file can be transferred (3 times).  Compared to my RIO this device is a serious pain.  It's a shame as it's just the software, come on Sony provide an update which is non restrictive and fix the bugs!!!!	0
I wanted a GPS primarily for driving and finding addresses.  The Garmin EMAP deluxe does exactly for that purpose, and does it extremely well!First of all, if you want to find specific addresses, you need to get the metroguide CD and download detail map info into your GPS.  Otherwise, all you get is major roadways and highways.  You won't get lost, but if the house you're looking for is located on some local road, you won't find it.  You need a data cartridge to hold the detail maps.  The emap deluxe comes with an 8 mb cartridge.  8 MB is sufficient, although I think it should've come with 16 MB....  You also need a PC interface cable, which also comes with emap deluxe.8 MB will hold detail maps for approximately a radius of 25-30 miles.  If you're driving across states, bring a laptop and the cd.The screen is sufficiently large so that you won't have to scroll painfully.  The display is clear, and the backlighting is very nice in that you don't lose any contrast.  You can look at the thing in pitch blackness and you'll see the map extremely well.This gadget is extremely fun to watch, and very satisfying-- i.e. you won't be disappointed in terms of what it can do-- whether those functionalities are worth (the price), that's a different question.  If you drive a lot and get lost a lot, or if you wish you can find shortcuts if you're stuck in traffic, it's definitely worth it.  Also keep in mind that the metroguide CDs cost (extra).	1
Sony has decided that they will implement full music copy protection with this unit.  I'm a classical pianist and bought the Sony $99 electret microphone to record myself.  That works fine.  BUT Sony has decided that I just might have recorded a professional concert and does not allow me to copy music digitally from the unit to my computer.  Makes no difference that I AM the artist.  Sony has built a unit that assumes everyone is a thief and that can ONLY be used to copy digitally signed music that YOU ALREADY OWN.  Be warned that this makes the unit useless for most people.	0
I wanted a GPS primarily for driving and finding addresses.  The Garmin EMAP deluxe does exactly for that purpose, and does it extremely well!First of all, if you want to find specific addresses, you need to get the metroguide CD and download detail map info into your GPS.  Otherwise, all you get is major roadways and highways.  You won't get lost, but if the house you're looking for is located on some local road, you won't find it.  You need a data cartridge to hold the detail maps.  The emap deluxe comes with an 8 mb cartridge.  8 MB is sufficient, although I think it should've come with 16 MB....  You also need a PC interface cable, which also comes with emap deluxe.8 MB will hold detail maps for approximately a radius of 25-30 miles.  If you're driving across states, bring a laptop and the cd.The screen is sufficiently large so that you won't have to scroll painfully.  The display is clear, and the backlighting is very nice in that you don't lose any contrast.  You can look at the thing in pitch blackness and you'll see the map extremely well.This gadget is extremely fun to watch, and very satisfying-- i.e. you won't be disappointed in terms of what it can do-- whether those functionalities are worth (the price), that's a different question.  If you drive a lot and get lost a lot, or if you wish you can find shortcuts if you're stuck in traffic, it's definitely worth it.  Also keep in mind that the metroguide CDs cost (extra).	1
Sony has decided that they will implement full music copy protection with this unit.  I'm a classical pianist and bought the Sony $99 electret microphone to record myself.  That works fine.  BUT Sony has decided that I just might have recorded a professional concert and does not allow me to copy music digitally from the unit to my computer.  Makes no difference that I AM the artist.  Sony has built a unit that assumes everyone is a thief and that can ONLY be used to copy digitally signed music that YOU ALREADY OWN.  Be warned that this makes the unit useless for most people.	0
